,year,loss
193,1992,4.1266
194,1992,6.0872
195,1992,13.4075
196,1992,13.1269
197,1992,8.1854
198,1992,7.8581
199,1992,7.0762
200,1992,9.8271
201,1992,6.4955
202,1992,13.162
203,1992,16.5229
204,1992,9.2633
205,1992,12.79
206,1992,10.2637
207,1992,18.1023
208,1992,9.759
209,1992,12.356
210,1992,11.6019
211,1992,10.1492
212,1993,9.0441
213,1993,11.2335
214,1993,17.1571
215,1993,14.6784
216,1993,12.2602
217,1993,14.0829
218,1993,13.1485
219,1993,6.1707
220,1993,14.5127
221,1993,12.6929
222,1993,8.3662
223,1993,8.0838
224,1993,11.2268
225,1993,23.6951
226,1993,6.8265
227,1993,10.6384
228,1993,11.3883
229,1993,7.6136
230,1993,7.3059
231,1993,7.2298
232,1993,11.5149
233,1993,6.7228
234,1993,10.739
235,1993,5.6213
236,1993,6.9517
237,1993,10.8901
238,1993,7.5071
239,1993,9.8856
240,1993,10.4541
241,1993,14.4081
242,1993,7.081
243,1993,12.2214
244,1993,7.755
245,1993,9.823
246,1993,11.9038
247,1993,9.5938
248,1993,4.1266
249,1993,6.0872
250,1993,13.4075
251,1993,13.1269
252,1993,8.1854
253,1993,7.8581
254,1993,7.0762
255,1993,9.8271
256,1993,6.4955
257,1993,13.162
258,1994,9.0441
259,1994,11.2335
260,1994,17.1571
261,1994,14.6784
262,1994,12.2602
263,1994,14.0829
264,1994,13.1485
265,1994,6.1707
266,1994,14.5127
267,1994,12.6929
268,1994,8.3662
269,1994,8.0838
270,1994,11.2268
271,1994,23.6951
272,1994,6.8265
273,1994,10.6384
274,1994,11.3883
275,1994,7.6136
276,1994,7.3059
277,1994,7.2298
278,1994,11.5149
279,1994,6.7228
280,1994,10.739
281,1994,5.6213
282,1994,6.9517
283,1994,10.8901
284,1994,7.5071
285,1994,9.8856
286,1994,10.4541
287,1994,14.4081
288,1994,7.081
289,1994,12.2214
290,1994,7.755
291,1994,9.823
292,1994,11.9038
293,1994,9.5938
294,1994,4.1266
295,1994,6.0872
296,1994,13.4075
297,1994,13.1269
298,1994,8.1854
299,1994,7.8581
300,1994,7.0762
301,1994,9.8271
302,1994,6.4955
303,1994,13.162
304,1994,16.5229
305,1994,9.2633
306,1994,12.79
307,1994,10.2637
308,1994,18.1023
309,1994,9.759
310,1994,12.356
311,1995,9.0441
312,1995,11.2335
313,1995,17.1571
314,1995,14.6784
315,1995,12.2602
316,1995,14.0829
317,1995,13.1485
318,1995,6.1707
319,1995,14.5127
320,1995,12.6929
321,1995,8.3662
322,1995,8.0838
323,1995,11.2268
324,1995,23.6951
325,1995,6.8265
326,1995,10.6384
327,1995,11.3883
328,1995,7.6136
329,1995,7.3059
330,1995,7.2298
331,1995,11.5149
332,1995,6.7228
333,1995,10.739
334,1995,5.6213
335,1995,6.9517
336,1995,10.8901
337,1995,7.5071
338,1995,9.8856
339,1995,10.4541
340,1995,14.4081
341,1995,7.081
342,1995,12.2214
343,1995,7.755
344,1995,9.823
345,1995,11.9038
346,1995,9.5938
347,1995,4.1266
348,1995,6.0872
349,1995,13.4075
350,1995,13.1269
351,1995,8.1854
352,1995,7.8581
353,1995,7.0762
354,1995,9.8271
355,1995,6.4955
356,1995,13.162
357,1995,16.5229
358,1995,9.2633
359,1995,12.79
360,1996,9.0441
361,1996,11.2335
362,1996,17.1571
363,1996,14.6784
364,1996,12.2602
365,1996,14.0829
366,1996,13.1485
367,1996,6.1707
368,1996,14.5127
369,1996,12.6929
370,1996,8.3662
371,1996,8.0838
372,1996,11.2268
373,1996,23.6951
374,1996,6.8265
375,1996,10.6384
376,1996,11.3883
377,1996,7.6136
378,1996,7.3059
379,1996,7.2298
380,1996,11.5149
381,1996,6.7228
382,1996,10.739
383,1996,5.6213
384,1996,6.9517
385,1996,10.8901
386,1996,7.5071
387,1996,9.8856
388,1996,10.4541
389,1996,14.4081
390,1996,7.081
391,1996,12.2214
392,1996,7.755
393,1996,9.823
394,1996,11.9038
395,1996,9.5938
396,1996,4.1266
397,1996,6.0872
398,1996,13.4075
399,1996,13.1269
400,1996,8.1854
401,1996,7.8581
402,1996,7.0762
403,1996,9.8271
404,1996,6.4955
405,1996,13.162
406,1996,16.5229
407,1996,9.2633
408,1996,12.79
409,1997,9.0441
410,1997,11.2335
411,1997,17.1571
412,1997,14.6784
413,1997,12.2602
414,1997,14.0829
415,1997,13.1485
416,1997,6.1707
417,1997,14.5127
418,1997,12.6929
419,1997,8.3662
420,1997,8.0838
421,1997,11.2268
422,1997,23.6951
423,1997,6.8265
424,1997,10.6384
425,1997,11.3883
426,1997,7.6136
427,1997,7.3059
428,1997,7.2298
429,1997,11.5149
430,1997,6.7228
431,1997,10.739
432,1997,5.6213
433,1997,6.9517
434,1997,10.8901
435,1997,7.5071
436,1997,9.8856
437,1997,10.4541
438,1997,14.4081
439,1997,7.081
440,1997,12.2214
441,1997,7.755
442,1997,9.823
443,1997,11.9038
444,1997,9.5938
445,1997,4.1266
446,1997,6.0872
447,1997,13.4075
448,1997,13.1269
449,1997,8.1854
450,1997,7.8581
451,1997,7.0762
452,1997,9.8271
453,1997,6.4955
454,1997,13.162
455,1997,16.5229
456,1997,9.2633
457,1997,12.79
458,1997,10.2637
459,1997,18.1023
460,1997,9.759
461,1997,12.356
462,1997,11.6019
463,1997,10.1492
464,1997,9.5655
465,1997,7.0564
466,1998,9.0441
467,1998,11.2335
468,1998,17.1571
469,1998,14.6784
470,1998,12.2602
471,1998,14.0829
472,1998,13.1485
473,1998,6.1707
474,1998,14.5127
475,1998,12.6929
476,1998,8.3662
477,1998,8.0838
478,1998,11.2268
479,1998,23.6951
480,1998,6.8265
481,1998,10.6384
482,1998,11.3883
483,1998,7.6136
484,1998,7.3059
485,1998,7.2298
486,1998,11.5149
487,1998,6.7228
488,1998,10.739
489,1998,5.6213
490,1998,6.9517
491,1998,10.8901
492,1998,7.5071
493,1998,9.8856
494,1998,10.4541
495,1998,14.4081
496,1998,7.081
497,1998,12.2214
498,1998,7.755
499,1998,9.823
500,1998,11.9038
501,1998,9.5938
502,1998,4.1266
503,1998,6.0872
504,1998,13.4075
505,1998,13.1269
506,1998,8.1854
507,1998,7.8581
508,1998,7.0762
509,1998,9.8271
510,1998,6.4955
511,1998,13.162
512,1998,16.5229
513,1998,9.2633
514,1998,12.79
515,1998,10.2637
516,1998,18.1023
517,1998,9.759
518,1998,12.356
519,1998,11.6019
520,1998,10.1492
521,1998,9.5655
522,1998,7.0564
523,1998,13.488
524,1998,13.0485
525,1998,8.1142
526,1998,11.1583
527,1999,9.0441
528,1999,11.2335
529,1999,17.1571
530,1999,14.6784
531,1999,12.2602
532,1999,14.0829
533,1999,13.1485
534,1999,6.1707
535,1999,14.5127
536,1999,12.6929
537,1999,8.3662
538,1999,8.0838
539,1999,11.2268
540,1999,23.6951
541,1999,6.8265
542,1999,10.6384
543,1999,11.3883
544,1999,7.6136
545,1999,7.3059
546,1999,7.2298
547,1999,11.5149
548,1999,6.7228
549,1999,10.739
550,1999,5.6213
551,1999,6.9517
552,1999,10.8901
553,1999,7.5071
554,1999,9.8856
555,1999,10.4541
556,1999,14.4081
557,1999,7.081
558,1999,12.2214
559,1999,7.755
560,1999,9.823
561,1999,11.9038
562,1999,9.5938
563,1999,4.1266
564,1999,6.0872
565,1999,13.4075
566,1999,13.1269
567,1999,8.1854
568,1999,7.8581
569,1999,7.0762
570,1999,9.8271
571,1999,6.4955
572,1999,13.162
573,1999,16.5229
574,1999,9.2633
575,1999,12.79
576,1999,10.2637
577,2000,9.0441
578,2000,11.2335
579,2000,17.1571
580,2000,14.6784
581,2000,12.2602
582,2000,14.0829
583,2000,13.1485
584,2000,6.1707
585,2000,14.5127
586,2000,12.6929
587,2000,8.3662
588,2000,8.0838
589,2000,11.2268
590,2000,23.6951
591,2000,6.8265
592,2000,10.6384
593,2000,11.3883
594,2000,7.6136
595,2000,7.3059
596,2000,7.2298
597,2000,11.5149
598,2000,6.7228
599,2000,10.739
600,2000,5.6213
601,2000,6.9517
602,2000,10.8901
603,2000,7.5071
604,2000,9.8856
605,2000,10.4541
606,2000,14.4081
607,2000,7.081
608,2000,12.2214
609,2000,7.755
610,2000,9.823
611,2000,11.9038
612,2000,9.5938
613,2000,4.1266
614,2000,6.0872
615,2000,13.4075
616,2000,13.1269
617,2000,8.1854
618,2000,7.8581
619,2000,7.0762
620,2000,9.8271
621,2000,6.4955
622,2000,13.162
623,2000,16.5229
624,2000,9.2633
625,2000,12.79
626,2000,10.2637
627,2000,18.1023
628,2000,9.759
629,2001,9.0441
630,2001,11.2335
631,2001,17.1571
632,2001,14.6784
633,2001,12.2602
634,2001,14.0829
635,2001,13.1485
636,2001,6.1707
637,2001,14.5127
638,2001,12.6929
639,2001,8.3662
640,2001,8.0838
641,2001,11.2268
642,2001,23.6951
643,2001,6.8265
644,2001,10.6384
645,2001,11.3883
646,2001,7.6136
647,2001,7.3059
648,2001,7.2298
649,2001,11.5149
650,2001,6.7228
651,2001,10.739
652,2001,5.6213
653,2001,6.9517
654,2001,10.8901
655,2001,7.5071
656,2001,9.8856
657,2001,10.4541
658,2001,14.4081
659,2001,7.081
660,2001,12.2214
661,2001,7.755
662,2001,9.823
663,2001,11.9038
664,2001,9.5938
665,2001,4.1266
666,2001,6.0872
667,2001,13.4075
668,2001,13.1269
669,2001,8.1854
670,2001,7.8581
671,2001,7.0762
672,2001,9.8271
673,2001,6.4955
674,2001,13.162
675,2001,16.5229
676,2001,9.2633
677,2001,12.79
678,2001,10.2637
679,2001,18.1023
680,2001,9.759
681,2001,12.356
682,2001,11.6019
683,2001,10.1492
684,2001,9.5655
685,2001,7.0564
686,2001,13.488
687,2001,13.0485
688,2001,8.1142
689,2002,9.0441
690,2002,11.2335
691,2002,17.1571
692,2002,14.6784
693,2002,12.2602
694,2002,14.0829
695,2002,13.1485
696,2002,6.1707
697,2002,14.5127
698,2002,12.6929
699,2002,8.3662
700,2002,8.0838
701,2002,11.2268
702,2002,23.6951
703,2002,6.8265
704,2002,10.6384
705,2002,11.3883
706,2002,7.6136
707,2002,7.3059
708,2002,7.2298
709,2002,11.5149
710,2002,6.7228
711,2002,10.739
712,2002,5.6213
713,2002,6.9517
714,2002,10.8901
715,2002,7.5071
716,2002,9.8856
717,2002,10.4541
718,2002,14.4081
719,2002,7.081
720,2002,12.2214
721,2002,7.755
722,2002,9.823
723,2002,11.9038
724,2002,9.5938
725,2002,4.1266
726,2002,6.0872
727,2002,13.4075
728,2002,13.1269
729,2002,8.1854
730,2002,7.8581
731,2002,7.0762
732,2002,9.8271
733,2002,6.4955
734,2002,13.162
735,2002,16.5229
736,2002,9.2633
737,2002,12.79
738,2002,10.2637
739,2002,18.1023
740,2002,9.759
741,2002,12.356
742,2002,11.6019
743,2002,10.1492
744,2002,9.5655
745,2002,7.0564
746,2003,9.0441
747,2003,11.2335
748,2003,17.1571
749,2003,14.6784
750,2003,12.2602
751,2003,14.0829
752,2003,13.1485
753,2003,6.1707
754,2003,14.5127
755,2003,12.6929
756,2003,8.3662
757,2003,8.0838
758,2003,11.2268
759,2003,23.6951
760,2003,6.8265
761,2003,10.6384
762,2003,11.3883
763,2003,7.6136
764,2003,7.3059
765,2003,7.2298
766,2003,11.5149
767,2003,6.7228
768,2003,10.739
769,2003,5.6213
770,2003,6.9517
771,2003,10.8901
772,2003,7.5071
773,2003,9.8856
774,2003,10.4541
775,2003,14.4081
776,2003,7.081
777,2003,12.2214
778,2003,7.755
779,2003,9.823
780,2003,11.9038
781,2003,9.5938
782,2003,4.1266
783,2003,6.0872
784,2003,13.4075
785,2003,13.1269
786,2003,8.1854
787,2003,7.8581
788,2003,7.0762
789,2003,9.8271
790,2003,6.4955
791,2003,13.162
792,2003,16.5229
793,2003,9.2633
794,2003,12.79
795,2003,10.2637
796,2003,18.1023
797,2003,9.759
798,2003,12.356
799,2003,11.6019
800,2003,10.1492
801,2003,9.5655
802,2003,7.0564
803,2004,9.0441
804,2004,11.2335
805,2004,17.1571
806,2004,14.6784
807,2004,12.2602
808,2004,14.0829
809,2004,13.1485
810,2004,6.1707
811,2004,14.5127
812,2004,12.6929
813,2004,8.3662
814,2004,8.0838
815,2004,11.2268
816,2004,23.6951
817,2004,6.8265
818,2004,10.6384
819,2004,11.3883
820,2004,7.6136
821,2004,7.3059
822,2004,7.2298
823,2004,11.5149
824,2004,6.7228
825,2004,10.739
826,2004,5.6213
827,2004,6.9517
828,2004,10.8901
829,2004,7.5071
830,2004,9.8856
831,2004,10.4541
832,2004,14.4081
833,2004,7.081
834,2004,12.2214
835,2004,7.755
836,2004,9.823
837,2004,11.9038
838,2004,9.5938
839,2004,4.1266
840,2004,6.0872
841,2004,13.4075
842,2004,13.1269
843,2004,8.1854
844,2004,7.8581
845,2004,7.0762
846,2004,9.8271
847,2005,9.0441
848,2005,11.2335
849,2005,17.1571
850,2005,14.6784
851,2005,12.2602
852,2005,14.0829
853,2005,13.1485
854,2005,6.1707
855,2005,14.5127
856,2005,12.6929
857,2005,8.3662
858,2005,8.0838
859,2005,11.2268
860,2005,23.6951
861,2005,6.8265
862,2005,10.6384
863,2005,11.3883
864,2005,7.6136
865,2005,7.3059
866,2005,7.2298
867,2005,11.5149
868,2005,6.7228
869,2005,10.739
870,2005,5.6213
871,2005,6.9517
872,2005,10.8901
873,2005,7.5071
874,2005,9.8856
875,2005,10.4541
876,2005,14.4081
877,2005,7.081
878,2005,12.2214
879,2005,7.755
880,2005,9.823
881,2005,11.9038
882,2005,9.5938
883,2005,4.1266
884,2005,6.0872
885,2005,13.4075
886,2005,13.1269
887,2005,8.1854
888,2005,7.8581
889,2005,7.0762
890,2005,9.8271
891,2005,6.4955
892,2005,13.162
893,2005,16.5229
894,2005,9.2633
895,2005,12.79
896,2006,9.0441
897,2006,11.2335
898,2006,17.1571
899,2006,14.6784
900,2006,12.2602
901,2006,14.0829
902,2006,13.1485
903,2006,6.1707
904,2006,14.5127
905,2006,12.6929
906,2006,8.3662
907,2006,8.0838
908,2006,11.2268
909,2006,23.6951
910,2006,6.8265
911,2006,10.6384
912,2006,11.3883
913,2006,7.6136
914,2006,7.3059
915,2006,7.2298
916,2006,11.5149
917,2006,6.7228
918,2006,10.739
919,2006,5.6213
920,2006,6.9517
921,2006,10.8901
922,2006,7.5071
923,2006,9.8856
924,2006,10.4541
925,2006,14.4081
926,2006,7.081
927,2006,12.2214
928,2006,7.755
929,2006,9.823
930,2006,11.9038
931,2006,9.5938
932,2006,4.1266
933,2006,6.0872
934,2006,13.4075
935,2006,13.1269
936,2006,8.1854
937,2006,7.8581
938,2006,7.0762
939,2006,9.8271
940,2006,6.4955
941,2006,13.162
942,2006,16.5229
943,2006,9.2633
944,2006,12.79
945,2006,10.2637
946,2006,18.1023
947,2006,9.759
948,2006,12.356
949,2006,11.6019
950,2007,9.0441
951,2007,11.2335
952,2007,17.1571
953,2007,14.6784
954,2007,12.2602
955,2007,14.0829
956,2007,13.1485
957,2007,6.1707
958,2007,14.5127
959,2007,12.6929
960,2007,8.3662
961,2007,8.0838
962,2007,11.2268
963,2007,23.6951
964,2007,6.8265
965,2007,10.6384
966,2007,11.3883
967,2007,7.6136
968,2007,7.3059
969,2007,7.2298
970,2007,11.5149
971,2007,6.7228
972,2007,10.739
973,2007,5.6213
974,2007,6.9517
975,2007,10.8901
976,2007,7.5071
977,2007,9.8856
978,2007,10.4541
979,2007,14.4081
980,2007,7.081
981,2007,12.2214
982,2007,7.755
983,2007,9.823
984,2007,11.9038
985,2007,9.5938
986,2007,4.1266
987,2007,6.0872
988,2007,13.4075
989,2007,13.1269
990,2007,8.1854
991,2007,7.8581
992,2007,7.0762
993,2007,9.8271
994,2007,6.4955
995,2007,13.162
996,2007,16.5229
997,2007,9.2633
998,2007,12.79
999,2007,10.2637
1000,2007,18.1023
1001,2008,9.0441
1002,2008,11.2335
1003,2008,17.1571
1004,2008,14.6784
1005,2008,12.2602
1006,2008,14.0829
1007,2008,13.1485
1008,2008,6.1707
1009,2008,14.5127
1010,2008,12.6929
1011,2008,8.3662
1012,2008,8.0838
1013,2008,11.2268
1014,2008,23.6951
1015,2008,6.8265
1016,2008,10.6384
1017,2008,11.3883
1018,2008,7.6136
1019,2008,7.3059
1020,2008,7.2298
1021,2008,11.5149
1022,2008,6.7228
1023,2008,10.739
1024,2008,5.6213
1025,2008,6.9517
1026,2008,10.8901
1027,2008,7.5071
1028,2008,9.8856
1029,2008,10.4541
1030,2008,14.4081
1031,2008,7.081
1032,2008,12.2214
1033,2008,7.755
1034,2008,9.823
1035,2008,11.9038
1036,2008,9.5938
1037,2008,4.1266
1038,2008,6.0872
1039,2008,13.4075
1040,2008,13.1269
1041,2008,8.1854
1042,2008,7.8581
1043,2008,7.0762
1044,2008,9.8271
1045,2008,6.4955
1046,2008,13.162
1047,2008,16.5229
1048,2008,9.2633
1049,2008,12.79
1050,2008,10.2637
1051,2008,18.1023
1052,2008,9.759
1053,2009,9.0441
1054,2009,11.2335
1055,2009,17.1571
1056,2009,14.6784
1057,2009,12.2602
1058,2009,14.0829
1059,2009,13.1485
1060,2009,6.1707
1061,2009,14.5127
1062,2009,12.6929
1063,2009,8.3662
1064,2009,8.0838
1065,2009,11.2268
1066,2009,23.6951
1067,2009,6.8265
1068,2009,10.6384
1069,2009,11.3883
1070,2009,7.6136
1071,2009,7.3059
1072,2009,7.2298
1073,2009,11.5149
1074,2009,6.7228
1075,2009,10.739
1076,2009,5.6213
1077,2009,6.9517
1078,2009,10.8901
1079,2009,7.5071
1080,2009,9.8856
1081,2009,10.4541
1082,2009,14.4081
1083,2009,7.081
1084,2009,12.2214
1085,2009,7.755
1086,2009,9.823
1087,2009,11.9038
1088,2009,9.5938
1089,2009,4.1266
1090,2009,6.0872
1091,2009,13.4075
1092,2009,13.1269
1093,2009,8.1854
1094,2009,7.8581
1095,2009,7.0762
1096,2009,9.8271
1097,2009,6.4955
1098,2009,13.162
1099,2009,16.5229
1100,2009,9.2633
1101,2009,12.79
1102,2009,10.2637
1103,2010,9.0441
1104,2010,11.2335
1105,2010,17.1571
1106,2010,14.6784
1107,2010,12.2602
1108,2010,14.0829
1109,2010,13.1485
1110,2010,6.1707
1111,2010,14.5127
1112,2010,12.6929
1113,2010,8.3662
1114,2010,8.0838
1115,2010,11.2268
1116,2010,23.6951
1117,2010,6.8265
1118,2010,10.6384
1119,2010,11.3883
1120,2010,7.6136
1121,2010,7.3059
1122,2010,7.2298
1123,2010,11.5149
1124,2010,6.7228
1125,2010,10.739
1126,2010,5.6213
1127,2010,6.9517
1128,2010,10.8901
1129,2010,7.5071
1130,2010,9.8856
1131,2010,10.4541
1132,2010,14.4081
1133,2010,7.081
1134,2010,12.2214
1135,2010,7.755
1136,2010,9.823
1137,2010,11.9038
1138,2010,9.5938
1139,2010,4.1266
1140,2010,6.0872
1141,2010,13.4075
1142,2010,13.1269
1143,2010,8.1854
1144,2010,7.8581
1145,2010,7.0762
1146,2010,9.8271
1147,2010,6.4955
1148,2010,13.162
1149,2010,16.5229
1150,2011,9.0441
1151,2011,11.2335
1152,2011,17.1571
1153,2011,14.6784
1154,2011,12.2602
1155,2011,14.0829
1156,2011,13.1485
1157,2011,6.1707
1158,2011,14.5127
1159,2011,12.6929
1160,2011,8.3662
1161,2011,8.0838
1162,2011,11.2268
1163,2011,23.6951
1164,2011,6.8265
1165,2011,10.6384
1166,2011,11.3883
1167,2011,7.6136
1168,2011,7.3059
1169,2011,7.2298
1170,2011,11.5149
1171,2011,6.7228
1172,2011,10.739
1173,2011,5.6213
1174,2011,6.9517
1175,2011,10.8901
1176,2011,7.5071
1177,2011,9.8856
1178,2011,10.4541
1179,2011,14.4081
1180,2011,7.081
1181,2011,12.2214
1182,2011,7.755
1183,2011,9.823
1184,2011,11.9038
1185,2011,9.5938
1186,2011,4.1266
1187,2011,6.0872
1188,2011,13.4075
1189,2011,13.1269
1190,2011,8.1854
1191,2011,7.8581
1192,2011,7.0762
1193,2011,9.8271
1194,2011,6.4955
1195,2011,13.162
1196,2011,16.5229
1197,2011,9.2633
1198,2011,12.79
1199,2011,10.2637
1200,2011,18.1023
1201,2012,9.0441
1202,2012,11.2335
1203,2012,17.1571
1204,2012,14.6784
1205,2012,12.2602
1206,2012,14.0829
1207,2012,13.1485
1208,2012,6.1707
1209,2012,14.5127
1210,2012,12.6929
1211,2012,8.3662
1212,2012,8.0838
1213,2012,11.2268
1214,2012,23.6951
1215,2012,6.8265
1216,2012,10.6384
1217,2012,11.3883
1218,2012,7.6136
1219,2012,7.3059
1220,2012,7.2298
1221,2012,11.5149
1222,2012,6.7228
1223,2012,10.739
1224,2012,5.6213
1225,2012,6.9517
1226,2012,10.8901
1227,2012,7.5071
1228,2012,9.8856
1229,2012,10.4541
1230,2012,14.4081
1231,2012,7.081
1232,2012,12.2214
1233,2012,7.755
1234,2012,9.823
1235,2012,11.9038
1236,2012,9.5938
1237,2012,4.1266
1238,2012,6.0872
1239,2012,13.4075
1240,2012,13.1269
1241,2013,9.0441
1242,2013,11.2335
1243,2013,17.1571
1244,2013,14.6784
1245,2013,12.2602
1246,2013,14.0829
1247,2013,13.1485
1248,2013,6.1707
1249,2013,14.5127
1250,2013,12.6929
1251,2013,8.3662
1252,2013,8.0838
1253,2013,11.2268
1254,2013,23.6951
1255,2013,6.8265
1256,2013,10.6384
1257,2013,11.3883
1258,2013,7.6136
1259,2013,7.3059
1260,2013,7.2298
1261,2013,11.5149
1262,2013,6.7228
1263,2013,10.739
1264,2013,5.6213
1265,2013,6.9517
1266,2013,10.8901
1267,2013,7.5071
1268,2013,9.8856
1269,2013,10.4541
1270,2013,14.4081
1271,2013,7.081
1272,2013,12.2214
1273,2013,7.755
1274,2013,9.823
1275,2013,11.9038
1276,2013,9.5938
1277,2013,4.1266
1278,2013,6.0872
1279,2013,13.4075
1280,2013,13.1269
1281,2013,8.1854
1282,2013,7.8581
1283,2013,7.0762
1284,2013,9.8271
1285,2013,6.4955
1286,2013,13.162
1287,2013,16.5229
1288,2013,9.2633
1289,2013,12.79
1290,2013,10.2637
1291,2013,18.1023
1292,2013,9.759
1293,2013,12.356
1294,2013,11.6019
1295,2013,10.1492
1296,2013,9.5655
1297,2013,7.0564
1298,2014,9.0441
1299,2014,11.2335
1300,2014,17.1571
1301,2014,14.6784
1302,2014,12.2602
1303,2014,14.0829
1304,2014,13.1485
1305,2014,6.1707
1306,2014,14.5127
1307,2014,12.6929
1308,2014,8.3662
1309,2014,8.0838
1310,2014,11.2268
1311,2014,23.6951
1312,2014,6.8265
1313,2014,10.6384
1314,2014,11.3883
1315,2014,7.6136
1316,2014,7.3059
1317,2014,7.2298
1318,2014,11.5149
1319,2014,6.7228
1320,2014,10.739
1321,2014,5.6213
1322,2014,6.9517
1323,2014,10.8901
1324,2014,7.5071
1325,2014,9.8856
1326,2014,10.4541
1327,2014,14.4081
1328,2014,7.081
1329,2014,12.2214
1330,2014,7.755
1331,2014,9.823
1332,2014,11.9038
1333,2014,9.5938
1334,2014,4.1266
1335,2014,6.0872
1336,2014,13.4075
1337,2014,13.1269
1338,2014,8.1854
1339,2014,7.8581
1340,2014,7.0762
1341,2014,9.8271
1342,2014,6.4955
1343,2014,13.162
1344,2014,16.5229
1345,2014,9.2633
1346,2014,12.79
1347,2014,10.2637
1348,2014,18.1023
1349,2014,9.759
1350,2014,12.356
1351,2014,11.6019
1352,2014,10.1492
1353,2014,9.5655
1354,2014,7.0564
1355,2014,13.488
1356,2014,13.0485
1357,2014,8.1142
1358,2015,9.0441
1359,2015,11.2335
1360,2015,17.1571
1361,2015,14.6784
1362,2015,12.2602
1363,2015,14.0829
1364,2015,13.1485
1365,2015,6.1707
1366,2015,14.5127
1367,2015,12.6929
1368,2015,8.3662
1369,2015,8.0838
1370,2015,11.2268
1371,2015,23.6951
1372,2015,6.8265
1373,2015,10.6384
1374,2015,11.3883
1375,2015,7.6136
1376,2015,7.3059
1377,2015,7.2298
